ensembl_gene_id,external_gene_name,mmusculus_homolog_ensembl_gene,mmusculus_homolog_associated_gene_name,mmusculus_homolog_orthology_type,mmusculus_homolog_orthology_confidence
ENSG00000072071,ADGRL1,ENSMUSG00000013033,Adgrl1,ortholog_one2one,1
ENSG00000105221,AKT2,ENSMUSG00000004056,Akt2,ortholog_one2one,1
ENSG00000131471,AOC3,ENSMUSG00000019326,Aoc3,ortholog_one2one,1
ENSG00000087008,ACOX3,ENSMUSG00000029098,Acox3,ortholog_one2one,1
ENSG00000103723,AP3B2,ENSMUSG00000062444,Ap3b2,ortholog_one2one,1
ENSG00000205336,ADGRG1,ENSMUSG00000031785,Adgrg1,ortholog_one2one,1
ENSG00000063761,ADCK1,ENSMUSG00000021044,Adck1,ortholog_one2one,1
ENSG00000213983,AP1G2,ENSMUSG00000040701,Ap1g2,ortholog_one2one,1
ENSG00000119523,ALG2,ENSMUSG00000039740,Alg2,ortholog_one2one,1
ENSG00000107331,ABCA2,ENSMUSG00000026944,Abca2,ortholog_one2one,1
ENSG00000160746,ANO10,ENSMUSG00000037949,Ano10,ortholog_one2one,1
ENSG00000272031,ANKRD34A,ENSMUSG00000049097,Ankrd34a,ortholog_one2one,1
ENSG00000136383,ALPK3,ENSMUSG00000038763,Alpk3,ortholog_one2one,1
ENSG00000173208,ABCD2,ENSMUSG00000055782,Abcd2,ortholog_one2one,1
ENSG00000072110,ACTN1,ENSMUSG00000015143,Actn1,ortholog_one2one,1
ENSG00000164144,ARFIP1,ENSMUSG00000074513,Arfip1,ortholog_one2one,1
ENSG00000119673,ACOT2,ENSMUSG00000021226,Acot2,ortholog_many2many,1
ENSG00000119673,ACOT2,ENSMUSG00000021228,Acot3,ortholog_many2many,1
ENSG00000119673,ACOT2,ENSMUSG00000042540,Acot5,ortholog_many2many,1
ENSG00000119673,ACOT2,ENSMUSG00000072949,Acot1,ortholog_many2many,1
ENSG00000130203,APOE,ENSMUSG00000002985,Apoe,ortholog_one2one,1
ENSG00000120868,APAF1,ENSMUSG00000019979,Apaf1,ortholog_one2one,1
ENSG00000186106,ANKRD46,ENSMUSG00000048307,Ankrd46,ortholog_one2one,1
ENSG00000128918,ALDH1A2,ENSMUSG00000013584,Aldh1a2,ortholog_one2one,1
ENSG00000148513,ANKRD30A,,,,NA
ENSG00000185722,ANKFY1,ENSMUSG00000020790,Ankfy1,ortholog_one2one,1
ENSG00000065000,AP3D1,ENSMUSG00000020198,Ap3d1,ortholog_one2one,1
ENSG00000047365,ARAP2,ENSMUSG00000037999,Arap2,ortholog_one2one,1
ENSG00000155897,ADCY8,ENSMUSG00000022376,Adcy8,ortholog_one2one,1
ENSG00000029534,ANK1,ENSMUSG00000031543,Ank1,ortholog_one2one,1
ENSG00000185009,AP3M1,ENSMUSG00000021824,Ap3m1,ortholog_one2one,1
ENSG00000176915,ANKLE2,ENSMUSG00000029501,Ankle2,ortholog_one2one,1
ENSG00000165029,ABCA1,ENSMUSG00000015243,Abca1,ortholog_one2one,1
ENSG00000159461,AMFR,ENSMUSG00000031751,Amfr,ortholog_one2one,1
ENSG00000157823,AP3S2,ENSMUSG00000063801,Ap3s2,ortholog_one2one,1
ENSG00000175899,A2M,ENSMUSG00000030111,A2m,ortholog_one2one,1
ENSG00000134262,AP4B1,ENSMUSG00000032952,Ap4b1,ortholog_one2one,1
ENSG00000197177,ADGRA1,ENSMUSG00000025475,Adgra1,ortholog_one2one,1
ENSG00000011426,ANLN,ENSMUSG00000036777,Anln,ortholog_one2one,1
ENSG00000133612,AGAP3,ENSMUSG00000023353,Agap3,ortholog_one2one,1
ENSG00000072958,AP1M1,ENSMUSG00000003033,Ap1m1,ortholog_one2one,1
ENSG00000109107,ALDOC,ENSMUSG00000017390,Aldoc,ortholog_one2one,1
ENSG00000138031,ADCY3,ENSMUSG00000020654,Adcy3,ortholog_one2one,1
ENSG00000100823,APEX1,ENSMUSG00000035960,Apex1,ortholog_one2one,1
ENSG00000164022,AIMP1,ENSMUSG00000028029,Aimp1,ortholog_one2one,1
ENSG00000196975,ANXA4,ENSMUSG00000029994,Anxa4,ortholog_one2one,1
ENSG00000151743,AMN1,ENSMUSG00000068250,Amn1,ortholog_one2one,1
ENSG00000172493,AFF1,ENSMUSG00000029313,Aff1,ortholog_one2one,1
ENSG00000106077,ABHD11,ENSMUSG00000040532,Abhd11,ortholog_one2one,1
ENSG00000173175,ADCY5,ENSMUSG00000022840,Adcy5,ortholog_one2one,1
ENSG00000112304,ACOT13,ENSMUSG00000006717,Acot13,ortholog_one2one,1
ENSG00000111058,ACSS3,ENSMUSG00000035948,Acss3,ortholog_one2one,1
ENSG00000164163,ABCE1,ENSMUSG00000058355,Abce1,ortholog_one2one,1
ENSG00000165695,AK8,ENSMUSG00000026807,Ak8,ortholog_one2one,1
ENSG00000106992,AK1,ENSMUSG00000026817,Ak1,ortholog_one2one,1
ENSG00000089053,ANAPC5,ENSMUSG00000029472,Anapc5,ortholog_one2one,1
ENSG00000128805,ARHGAP22,ENSMUSG00000063506,Arhgap22,ortholog_one2one,1
ENSG00000137124,ALDH1B1,ENSMUSG00000035561,Aldh1b1,ortholog_one2one,1
ENSG00000197150,ABCB8,ENSMUSG00000028973,Abcb8,ortholog_one2one,1
ENSG00000162104,ADCY9,ENSMUSG00000005580,Adcy9,ortholog_one2one,1
ENSG00000132466,ANKRD17,ENSMUSG00000055204,Ankrd17,ortholog_one2one,1
ENSG00000115977,AAK1,ENSMUSG00000057230,Aak1,ortholog_one2one,1
ENSG00000151150,ANK3,ENSMUSG00000069601,Ank3,ortholog_one2one,0
ENSG00000168374,ARF4,ENSMUSG00000021877,Arf4,ortholog_one2one,1
ENSG00000177119,ANO6,ENSMUSG00000064210,Ano6,ortholog_one2one,1
ENSG00000166743,ACSM1,ENSMUSG00000033533,Acsm1,ortholog_one2one,1
ENSG00000148218,ALAD,ENSMUSG00000028393,Alad,ortholog_one2one,1
ENSG00000176248,ANAPC2,ENSMUSG00000026965,Anapc2,ortholog_one2one,1
ENSG00000169129,AFAP1L2,ENSMUSG00000025083,Afap1l2,ortholog_one2one,1
ENSG00000134343,ANO3,ENSMUSG00000074968,Ano3,ortholog_one2one,1
ENSG00000165660,ABRAXAS2,ENSMUSG00000030965,Abraxas2,ortholog_one2one,1
ENSG00000107897,ACBD5,ENSMUSG00000026781,Acbd5,ortholog_one2one,1
ENSG00000184009,ACTG1,ENSMUSG00000062825,Actg1,ortholog_one2one,1
ENSG00000078549,ADCYAP1R1,ENSMUSG00000029778,Adcyap1r1,ortholog_one2one,1
ENSG00000078295,ADCY2,ENSMUSG00000021536,Adcy2,ortholog_one2one,1
ENSG00000115657,ABCB6,ENSMUSG00000026198,Abcb6,ortholog_one2one,1
ENSG00000143322,ABL2,ENSMUSG00000026596,Abl2,ortholog_one2one,1
ENSG00000196616,ADH1B,ENSMUSG00000074207,Adh1,ortholog_one2many,1
ENSG00000158467,AHCYL2,ENSMUSG00000029772,Ahcyl2,ortholog_one2one,1
ENSG00000166025,AMOTL1,ENSMUSG00000013076,Amotl1,ortholog_one2one,1
ENSG00000124574,ABCC10,ENSMUSG00000032842,Abcc10,ortholog_one2one,1
ENSG00000138772,ANXA3,ENSMUSG00000029484,Anxa3,ortholog_one2one,1
ENSG00000198931,APRT,ENSMUSG00000006589,Aprt,ortholog_one2one,1
ENSG00000196177,ACADSB,ENSMUSG00000030861,Acadsb,ortholog_one2one,1
ENSG00000137727,ARHGAP20,ENSMUSG00000053199,Arhgap20,ortholog_one2one,1
ENSG00000099204,ABLIM1,ENSMUSG00000025085,Ablim1,ortholog_one2one,1
ENSG00000107863,ARHGAP21,ENSMUSG00000036591,Arhgap21,ortholog_one2one,1
ENSG00000151320,AKAP6,ENSMUSG00000061603,Akap6,ortholog_one2one,1
ENSG00000155085,AK9,ENSMUSG00000091415,Ak9,ortholog_one2one,1
ENSG00000118777,ABCG2,ENSMUSG00000029299,Abcg3,ortholog_one2one,0
ENSG00000053371,AKR7A2,,,,NA
ENSG00000079557,AFM,ENSMUSG00000029369,Afm,ortholog_one2one,1
ENSG00000264230,ANXA8L1,ENSMUSG00000021950,Anxa8,ortholog_one2many,1
ENSG00000204427,ABHD16A,ENSMUSG00000007036,Abhd16a,ortholog_one2one,1
ENSG00000157510,AFAP1L1,ENSMUSG00000033032,Afap1l1,ortholog_one2one,1
ENSG00000131016,AKAP12,ENSMUSG00000038587,Akap12,ortholog_one2one,1
ENSG00000142208,AKT1,ENSMUSG00000001729,Akt1,ortholog_one2one,1
ENSG00000151458,ANKRD50,ENSMUSG00000044864,Ankrd50,ortholog_one2one,0
ENSG00000075624,ACTB,ENSMUSG00000029580,Actb,ortholog_one2one,1
ENSG00000006125,AP2B1,ENSMUSG00000035152,Ap2b1,ortholog_one2one,1
ENSG00000153207,AHCTF1,ENSMUSG00000026491,Ahctf1,ortholog_one2one,1
ENSG00000074855,ANO8,ENSMUSG00000034863,Ano8,ortholog_one2one,1
ENSG00000275832,ARHGAP23,ENSMUSG00000049807,Arhgap23,ortholog_one2one,1
ENSG00000105963,ADAP1,ENSMUSG00000056413,Adap1,ortholog_one2one,1
ENSG00000121281,ADCY7,ENSMUSG00000031659,Adcy7,ortholog_one2one,1
ENSG00000240583,AQP1,ENSMUSG00000004655,Aqp1,ortholog_one2one,1
ENSG00000138279,ANXA7,ENSMUSG00000021814,Anxa7,ortholog_one2one,1
ENSG00000135537,AFG1L,ENSMUSG00000038302,Afg1l,ortholog_one2one,1
ENSG00000085662,AKR1B1,ENSMUSG00000001642,Akr1b1,ortholog_one2one,1
ENSG00000150471,ADGRL3,ENSMUSG00000037605,Adgrl3,ortholog_one2one,1
ENSG00000132842,AP3B1,ENSMUSG00000021686,Ap3b1,ortholog_one2one,1
ENSG00000001629,ANKIB1,ENSMUSG00000040351,Ankib1,ortholog_one2one,1
ENSG00000129354,AP1M2,ENSMUSG00000003309,Ap1m2,ortholog_one2one,1
ENSG00000136754,ABI1,ENSMUSG00000058835,Abi1,ortholog_one2one,1
ENSG00000126070,AGO3,ENSMUSG00000028842,Ago3,ortholog_one2one,1
ENSG00000151572,ANO4,ENSMUSG00000035189,Ano4,ortholog_one2one,1
ENSG00000130396,AFDN,ENSMUSG00000068036,Afdn,ortholog_one2one,1
ENSG00000160993,ALKBH4,ENSMUSG00000039754,Alkbh4,ortholog_one2one,1
ENSG00000154263,ABCA10,,,,NA
ENSG00000095139,ARCN1,ENSMUSG00000032096,Arcn1,ortholog_one2one,1
ENSG00000145020,AMT,ENSMUSG00000032607,Amt,ortholog_one2one,1
ENSG00000179869,ABCA13,ENSMUSG00000004668,Abca13,ortholog_one2one,1
ENSG00000144827,ABHD10,ENSMUSG00000033157,Abhd10,ortholog_one2one,1
ENSG00000138639,ARHGAP24,ENSMUSG00000057315,Arhgap24,ortholog_one2one,1
ENSG00000164111,ANXA5,ENSMUSG00000027712,Anxa5,ortholog_one2one,1
ENSG00000166535,A2ML1,,,,NA
ENSG00000105290,APLP1,ENSMUSG00000006651,Aplp1,ortholog_one2one,1
ENSG00000161204,ABCF3,ENSMUSG00000003234,Abcf3,ortholog_one2one,1
ENSG00000141338,ABCA8,ENSMUSG00000020620,Abca8b,ortholog_one2one,1
ENSG00000105186,ANKRD27,ENSMUSG00000034867,Ankrd27,ortholog_one2one,1
ENSG00000084234,APLP2,ENSMUSG00000031996,Aplp2,ortholog_one2one,1
ENSG00000149182,ARFGAP2,ENSMUSG00000027255,Arfgap2,ortholog_one2one,1
ENSG00000065413,ANKRD44,ENSMUSG00000052331,Ankrd44,ortholog_one2one,1
ENSG00000108798,ABI3,ENSMUSG00000018381,Abi3,ortholog_one2one,1
ENSG00000133627,ACTR3B,ENSMUSG00000056367,Actr3b,ortholog_one2many,1
ENSG00000116127,ALMS1,ENSMUSG00000063810,Alms1,ortholog_one2one,0
ENSG00000196704,AMZ2,ENSMUSG00000020610,Amz2,ortholog_one2one,1
ENSG00000127914,AKAP9,ENSMUSG00000040407,Akap9,ortholog_one2one,1
ENSG00000089847,ANKRD24,ENSMUSG00000054708,Ankrd24,ortholog_one2one,1
ENSG00000196961,AP2A1,ENSMUSG00000060279,Ap2a1,ortholog_one2one,1
ENSG00000134287,ARF3,ENSMUSG00000051853,Arf3,ortholog_one2one,1
ENSG00000127220,ABHD8,ENSMUSG00000007950,Abhd8,ortholog_one2one,1
ENSG00000106367,AP1S1,ENSMUSG00000004849,Ap1s1,ortholog_one2one,1
ENSG00000185046,ANKS1B,ENSMUSG00000058589,Anks1b,ortholog_one2one,1
ENSG00000132254,ARFIP2,ENSMUSG00000030881,Arfip2,ortholog_one2one,1
ENSG00000136010,ALDH1L2,ENSMUSG00000020256,Aldh1l2,ortholog_one2one,1
ENSG00000113108,APBB3,ENSMUSG00000117679,Apbb3,ortholog_one2one,1
ENSG00000076513,ANKRD13A,ENSMUSG00000041870,Ankrd13a,ortholog_one2one,1
ENSG00000076555,ACACB,ENSMUSG00000042010,Acacb,ortholog_one2one,1
ENSG00000197043,ANXA6,ENSMUSG00000018340,Anxa6,ortholog_one2one,1
ENSG00000177879,AP3S1,ENSMUSG00000024480,Ap3s1,ortholog_one2one,1
ENSG00000117114,ADGRL2,ENSMUSG00000028184,Adgrl2,ortholog_one2one,1
ENSG00000006530,AGK,ENSMUSG00000029916,Agk,ortholog_one2one,1
ENSG00000181409,AATK,ENSMUSG00000025375,Aatk,ortholog_one2one,1
ENSG00000164904,ALDH7A1,ENSMUSG00000053644,Aldh7a1,ortholog_one2one,1
ENSG00000072210,ALDH3A2,ENSMUSG00000010025,Aldh3a2,ortholog_one2one,1
ENSG00000186063,AIDA,ENSMUSG00000042901,Aida,ortholog_one2one,1
ENSG00000174233,ADCY6,ENSMUSG00000022994,Adcy6,ortholog_one2one,1
ENSG00000161203,AP2M1,ENSMUSG00000022841,Ap2m1,ortholog_one2one,1
ENSG00000144218,AFF3,ENSMUSG00000037138,Aff3,ortholog_one2one,1
ENSG00000018510,AGPS,ENSMUSG00000042410,Agps,ortholog_one2one,1
ENSG00000266967,AARSD1,ENSMUSG00000075528,Aarsd1,ortholog_one2one,1
ENSG00000119844,AFTPH,ENSMUSG00000049659,Aftph,ortholog_one2one,1
ENSG00000086848,ALG9,ENSMUSG00000032059,Alg9,ortholog_one2one,1
ENSG00000011198,ABHD5,ENSMUSG00000032540,Abhd5,ortholog_one2one,1
ENSG00000154265,ABCA5,ENSMUSG00000018800,Abca5,ortholog_one2one,1
ENSG00000124942,AHNAK,ENSMUSG00000069833,Ahnak,ortholog_one2one,1
ENSG00000137760,ALKBH8,ENSMUSG00000025899,Alkbh8,ortholog_one2one,1
ENSG00000133805,AMPD3,ENSMUSG00000005686,Ampd3,ortholog_one2one,1
ENSG00000254470,AP5B1,ENSMUSG00000049562,Ap5b1,ortholog_one2one,1
ENSG00000144452,ABCA12,ENSMUSG00000050296,Abca12,ortholog_one2one,1
ENSG00000168710,AHCYL1,ENSMUSG00000027893,Ahcyl1,ortholog_one2one,1
ENSG00000060971,ACAA1,ENSMUSG00000036138,Acaa1a,ortholog_one2many,0
ENSG00000060971,ACAA1,ENSMUSG00000010651,Acaa1b,ortholog_one2many,1
ENSG00000154175,ABI3BP,ENSMUSG00000035258,Abi3bp,ortholog_one2one,1
ENSG00000084674,APOB,ENSMUSG00000020609,Apob,ortholog_one2one,1
ENSG00000278540,ACACA,ENSMUSG00000020532,Acaca,ortholog_one2one,1
ENSG00000174501,ANKRD36C,,,,NA
ENSG00000170634,ACYP2,ENSMUSG00000060923,Acyp2,ortholog_one2one,0
ENSG00000117020,AKT3,ENSMUSG00000019699,Akt3,ortholog_one2one,1
ENSG00000166181,API5,ENSMUSG00000027193,Api5,ortholog_one2one,1
ENSG00000144908,ALDH1L1,ENSMUSG00000030088,Aldh1l1,ortholog_one2one,1
ENSG00000185101,ANO9,ENSMUSG00000054662,Ano9,ortholog_one2one,1
ENSG00000149313,AASDHPPT,ENSMUSG00000025894,Aasdhppt,ortholog_one2one,1
ENSG00000075239,ACAT1,ENSMUSG00000032047,Acat1,ortholog_one2one,1
ENSG00000154258,ABCA9,ENSMUSG00000041797,Abca9,ortholog_one2one,1
ENSG00000114331,ACAP2,ENSMUSG00000049076,Acap2,ortholog_one2one,1
ENSG00000163686,ABHD6,ENSMUSG00000025277,Abhd6,ortholog_one2one,1
ENSG00000206560,ANKRD28,ENSMUSG00000014496,Ankrd28,ortholog_one2one,1
ENSG00000138071,ACTR2,ENSMUSG00000020152,Actr2,ortholog_one2one,1
ENSG00000172932,ANKRD13D,ENSMUSG00000005986,Ankrd13d,ortholog_one2one,1
ENSG00000160710,ADAR,ENSMUSG00000027951,Adar,ortholog_one2one,1
ENSG00000114948,ADAM23,ENSMUSG00000025964,Adam23,ortholog_one2one,1
ENSG00000158859,ADAMTS4,ENSMUSG00000006403,Adamts4,ortholog_one2one,1
ENSG00000092847,AGO1,ENSMUSG00000041530,Ago1,ortholog_one2one,1
ENSG00000174606,ANGEL2,ENSMUSG00000026634,Angel2,ortholog_one2one,1
ENSG00000164062,APEH,ENSMUSG00000032590,Apeh,ortholog_one2one,1
ENSG00000121989,ACVR2A,ENSMUSG00000052155,Acvr2a,ortholog_one2one,1
ENSG00000169604,ANTXR1,ENSMUSG00000033420,Antxr1,ortholog_one2one,1
ENSG00000075340,ADD2,ENSMUSG00000030000,Add2,ortholog_one2one,1
ENSG00000114770,ABCC5,ENSMUSG00000022822,Abcc5,ortholog_one2one,1
ENSG00000163485,ADORA1,ENSMUSG00000042429,Adora1,ortholog_one2one,1
ENSG00000117448,AKR1A1,ENSMUSG00000028692,Akr1a1,ortholog_one2one,1
ENSG00000123983,ACSL3,ENSMUSG00000032883,Acsl3,ortholog_one2one,1
ENSG00000143727,ACP1,,,,NA
ENSG00000143632,ACTA1,ENSMUSG00000031972,Acta1,ortholog_one2one,1
ENSG00000035687,ADSS2,ENSMUSG00000015961,Adss2,ortholog_one2one,1
ENSG00000162433,AK4,ENSMUSG00000028527,Ak4,ortholog_one2many,1
ENSG00000163568,AIM2,ENSMUSG00000037860,Aim2,ortholog_one2one,1
ENSG00000075884,ARHGAP15,ENSMUSG00000049744,Arhgap15,ortholog_one2one,1
ENSG00000151687,ANKAR,ENSMUSG00000039342,Ankar,ortholog_one2one,1
ENSG00000188157,AGRN,ENSMUSG00000041936,Agrn,ortholog_one2one,1
ENSG00000163219,ARHGAP25,ENSMUSG00000030047,Arhgap25,ortholog_one2one,1
ENSG00000135776,ABCB10,ENSMUSG00000031974,Abcb10,ortholog_one2one,1
ENSG00000117528,ABCD3,ENSMUSG00000028127,Abcd3,ortholog_one2one,1
ENSG00000116337,AMPD2,ENSMUSG00000027889,Ampd2,ortholog_one2one,1
ENSG00000127837,AAMP,ENSMUSG00000006299,Aamp,ortholog_one2one,1
ENSG00000162551,ALPL,ENSMUSG00000028766,Alpl,ortholog_one2one,1
ENSG00000115170,ACVR1,ENSMUSG00000026836,Acvr1,ortholog_one2one,1
ENSG00000116771,AGMAT,ENSMUSG00000040706,Agmat,ortholog_one2one,1
ENSG00000157985,AGAP1,ENSMUSG00000055013,Agap1,ortholog_one2one,1
ENSG00000182827,ACBD3,ENSMUSG00000026499,Acbd3,ortholog_one2one,1
ENSG00000115091,ACTR3,ENSMUSG00000026341,Actr3,ortholog_one2one,1
ENSG00000143149,ALDH9A1,ENSMUSG00000026687,Aldh9a1,ortholog_one2one,1
ENSG00000004455,AK2,ENSMUSG00000028792,Ak2,ortholog_one2one,1
ENSG00000158874,APOA2,ENSMUSG00000005681,Apoa2,ortholog_one2one,1
ENSG00000097021,ACOT7,ENSMUSG00000028937,Acot7,ortholog_one2one,1
ENSG00000135744,AGT,ENSMUSG00000031980,Agt,ortholog_one2one,1
ENSG00000154027,AK5,ENSMUSG00000039058,Ak5,ortholog_one2one,1
ENSG00000186094,AGBL4,ENSMUSG00000061298,Agbl4,ortholog_one2one,1
ENSG00000134698,AGO4,ENSMUSG00000042500,Ago4,ortholog_one2one,1
ENSG00000230124,ACBD6,ENSMUSG00000033701,Acbd6,ortholog_one2one,1
ENSG00000077522,ACTN2,ENSMUSG00000052374,Actn2,ortholog_one2one,1
ENSG00000143401,ANP32E,ENSMUSG00000015749,Anp32e,ortholog_one2one,1
ENSG00000143537,ADAM15,ENSMUSG00000028041,Adam15,ortholog_one2one,1
ENSG00000162688,AGL,ENSMUSG00000033400,Agl,ortholog_one2one,1
ENSG00000131584,ACAP3,ENSMUSG00000029033,Acap3,ortholog_one2one,1
ENSG00000181754,AMIGO1,ENSMUSG00000050947,Amigo1,ortholog_one2one,1
ENSG00000159423,ALDH4A1,ENSMUSG00000028737,Aldh4a1,ortholog_one2one,1
ENSG00000198483,ANKRD35,ENSMUSG00000038354,Ankrd35,ortholog_one2one,1
ENSG00000121753,ADGRB2,ENSMUSG00000028782,Adgrb2,ortholog_one2one,1
ENSG00000196581,AJAP1,ENSMUSG00000039546,Ajap1,ortholog_one2one,1
ENSG00000162390,ACOT11,ENSMUSG00000034853,Acot11,ortholog_one2one,1
ENSG00000117054,ACADM,ENSMUSG00000062908,Acadm,ortholog_one2one,1
ENSG00000292224,ASPN,,,,NA
ENSG00000288512,C1R,,,,NA
ENSG00000280689,BORCS5,,,,NA
ENSG00000292339,ASMTL,,,,NA
ENSG00000291428,BRSK2,,,,NA
ENSG00000284838,C1QTNF4,,,,NA
ENSG00000285479,CACNA1C,,,,NA
ENSG00000270181,BIVM-ERCC5,,,,NA
ENSG00000281089,ATG16L1,,,,NA
ENSG00000285369,BLK,,,,NA
ENSG00000262145,ATP23,,,,NA
ENSG00000068650,ATP11A,ENSMUSG00000031441,Atp11a,ortholog_one2one,1
ENSG00000157617,C2CD2,ENSMUSG00000045975,C2cd2,ortholog_one2one,1
ENSG00000277222,BTBD7,,,,NA
ENSG00000154723,ATP5PF,ENSMUSG00000022890,Atp5pf,ortholog_one2one,1
ENSG00000274273,ATP9B,,,,NA
ENSG00000282266,ATP9B,,,,NA
ENSG00000100346,CACNA1I,ENSMUSG00000022416,Cacna1i,ortholog_one2one,1
ENSG00000278823,BMERB1,,,,NA
ENSG00000152234,ATP5F1A,ENSMUSG00000025428,Atp5f1a,ortholog_one2one,1
ENSG00000166377,ATP9B,ENSMUSG00000024566,Atp9b,ortholog_one2one,1
ENSG00000282830,CALB2,,,,NA
ENSG00000139618,BRCA2,ENSMUSG00000041147,Brca2,ortholog_one2one,1
ENSG00000132932,ATP8A2,ENSMUSG00000021983,Atp8a2,ortholog_one2one,1
ENSG00000196440,ARMCX4,ENSMUSG00000049804,Armcx4,ortholog_one2one,1
ENSG00000185825,BCAP31,ENSMUSG00000002015,Bcap31,ortholog_one2one,1
ENSG00000101974,ATP11C,ENSMUSG00000062949,Atp11c,ortholog_one2one,1
ENSG00000241837,ATP5PO,ENSMUSG00000022956,Atp5po,ortholog_one2one,1
ENSG00000171791,BCL2,ENSMUSG00000057329,Bcl2,ortholog_one2one,1
ENSG00000285390,ATP5IF1,,,,NA
ENSG00000165240,ATP7A,ENSMUSG00000033792,Atp7a,ortholog_one2one,1
ENSG00000204439,C6orf47,ENSMUSG00000043311,D17H6S53E,ortholog_one2one,1
ENSG00000081923,ATP8B1,ENSMUSG00000039529,Atp8b1,ortholog_one2one,1
ENSG00000281670,CABIN1,,,,NA
ENSG00000100325,ASCC2,ENSMUSG00000020412,Ascc2,ortholog_one2one,1
ENSG00000178372,CALML5,ENSMUSG00000033765,Calm4,ortholog_one2many,0
ENSG00000178372,CALML5,ENSMUSG00000099269,Calm5,ortholog_one2many,0
ENSG00000166862,CACNG2,ENSMUSG00000019146,Cacng2,ortholog_one2one,1
ENSG00000277101,ARHGEF26,,,,NA
ENSG00000134508,CABLES1,ENSMUSG00000040957,Cables1,ortholog_one2one,1
ENSG00000142408,CACNG8,ENSMUSG00000053395,Cacng8,ortholog_one2one,1
ENSG00000187676,B3GLCT,ENSMUSG00000051950,B3glct,ortholog_one2one,1
ENSG00000100425,BRD1,ENSMUSG00000022387,Brd1,ortholog_one2one,1
ENSG00000102547,CAB39L,ENSMUSG00000021981,Cab39l,ortholog_one2one,1
ENSG00000088756,ARHGAP28,ENSMUSG00000024043,Arhgap28,ortholog_one2one,1
ENSG00000282854,ASAP3,,,,NA
ENSG00000275544,BDH1,,,,NA
ENSG00000248713,C4orf54,ENSMUSG00000090066,1110002E22Rik,ortholog_one2one,1
ENSG00000292170,BTN2A1,,,,NA
ENSG00000274803,BDP1,,,,NA
ENSG00000196544,BORCS6,ENSMUSG00000045176,Borcs6,ortholog_one2one,1
ENSG00000010671,BTK,ENSMUSG00000031264,Btk,ortholog_one2one,1
ENSG00000108684,ASIC2,ENSMUSG00000020704,Asic2,ortholog_one2one,1
ENSG00000071553,ATP6AP1,ENSMUSG00000019087,Atp6ap1,ortholog_one2one,1
ENSG00000282813,ARMC10,,,,NA
ENSG00000248919,ATP5MF-PTCD1,,,,NA
ENSG00000273873,BDP1,,,,NA
ENSG00000099889,ARVCF,ENSMUSG00000118669,Arvcf,ortholog_one2one,1
ENSG00000102606,ARHGEF7,ENSMUSG00000031511,Arhgef7,ortholog_one2one,1
ENSG00000256806,C17orf100,ENSMUSG00000053574,4930563E22Rik,ortholog_one2one,1
ENSG00000099991,CABIN1,ENSMUSG00000020196,Cabin1,ortholog_one2one,1
ENSG00000156735,BAG4,ENSMUSG00000037316,Bag4,ortholog_one2one,1
ENSG00000250151,ARPC4-TTLL3,,,,NA
ENSG00000164061,BSN,ENSMUSG00000032589,Bsn,ortholog_one2one,1
ENSG00000099968,BCL2L13,ENSMUSG00000009112,Bcl2l13,ortholog_one2one,1
ENSG00000229524,BAG6,,,,NA
ENSG00000141431,ASXL3,ENSMUSG00000045215,Asxl3,ortholog_one2one,1
ENSG00000274726,ARHGEF10,,,,NA
ENSG00000129675,ARHGEF6,ENSMUSG00000031133,Arhgef6,ortholog_one2one,1
ENSG00000233641,C6orf136,,,,NA
ENSG00000183475,ASB7,ENSMUSG00000030509,Asb7,ortholog_one2one,1
ENSG00000223752,ATAT1,,,,NA
ENSG00000105552,BCAT2,ENSMUSG00000030826,Bcat2,ortholog_one2one,1
ENSG00000185658,BRWD1,ENSMUSG00000022914,Brwd1,ortholog_one2one,1
ENSG00000148408,CACNA1B,ENSMUSG00000004113,Cacna1b,ortholog_one2one,1
ENSG00000140463,BBS4,ENSMUSG00000025235,Bbs4,ortholog_one2one,1
ENSG00000128203,ASPHD2,ENSMUSG00000029348,Asphd2,ortholog_one2one,1
ENSG00000229061,ATAT1,,,,NA
ENSG00000148331,ASB6,ENSMUSG00000039483,Asb6,ortholog_one2one,1
ENSG00000235360,C6orf47,,,,NA
ENSG00000105726,ATP13A1,ENSMUSG00000031862,Atp13a1,ortholog_one2one,1
ENSG00000228267,C4B,,,,NA
ENSG00000067842,ATP2B3,ENSMUSG00000031376,Atp2b3,ortholog_one2one,1
ENSG00000131059,BPIFA3,ENSMUSG00000027482,Bpifa3,ortholog_one2one,1
ENSG00000244207,C4A,,,,NA
ENSG00000291362,C8orf33,,,,NA
ENSG00000227587,ATP6V1G2,,,,NA
ENSG00000124172,ATP5F1E,ENSMUSG00000016252,Atp5f1e,ortholog_one2one,1
ENSG00000148219,ASTN2,ENSMUSG00000028373,Astn2,ortholog_one2one,1
ENSG00000236625,C4B,,,,NA
ENSG00000104267,CA2,ENSMUSG00000027562,Car2,ortholog_one2one,1
ENSG00000234668,ATP6V1G2,,,,NA
ENSG00000227761,BAG6,,,,NA
ENSG00000006116,CACNG3,ENSMUSG00000066189,Cacng3,ortholog_one2one,1
ENSG00000147416,ATP6V1B2,ENSMUSG00000006273,Atp6v1b2,ortholog_one2one,1
