Gene,WT_10,WT_12,WT_7,WT_8,mC4_4,mC4_5,mC4_6,mC4_7
ENSMUSG00000108685.1,0,0,0,0,0,0,3,0
ENSMUSG00000023185.4,0,0,0,0,0,0,0,0
ENSMUSG00000078793.10,0,0,0,0,0,0,1,0
ENSMUSG00000030368.10,0,0,0,0,0,0,0,0
ENSMUSG00000057195.13,0,0,0,0,0,0,0,0
ENSMUSG00000093207.1,0,0,0,0,0,1,0,0
ENSMUSG00000108331.1,1,0,0,0,0,1,2,0
ENSMUSG00000030366.10,0,1,2,0,0,0,0,0
ENSMUSG00000108545.1,0,0,0,2,0,2,0,0
ENSMUSG00000066756.5,0,0,0,0,0,0,0,0
ENSMUSG00000108798.1,2,0,0,1,0,0,0,2
ENSMUSG00000054005.4,0,0,0,0,0,0,0,0
ENSMUSG00000108374.1,0,1,0,0,0,0,0,0
ENSMUSG00000003505.15,0,0,0,0,0,0,0,0
ENSMUSG00000109235.1,2,0,0,2,0,0,5,1
ENSMUSG00000109209.1,14,12,27,2,4,26,2,25
ENSMUSG00000076332.1,0,0,0,0,0,0,0,0
ENSMUSG00000030373.6,0,0,0,0,0,0,1,0
ENSMUSG00000109264.1,0,0,0,0,0,0,0,0
ENSMUSG00000108906.1,2,0,2,0,0,2,3,2
ENSMUSG00000070799.4,0,0,0,0,0,0,0,0
ENSMUSG00000109504.1,0,0,0,0,0,0,0,0
ENSMUSG00000109355.1,3,2,2,0,2,2,0,3
ENSMUSG00000070798.4,0,0,0,1,0,0,0,0
ENSMUSG00000065313.1,0,0,0,0,0,0,0,0
ENSMUSG00000070797.4,0,0,0,0,0,0,1,0
ENSMUSG00000109525.1,0,0,0,0,0,6,1,0
ENSMUSG00000109159.1,0,0,0,0,0,0,0,0
ENSMUSG00000074359.2,0,0,0,1,0,0,0,0
ENSMUSG00000108992.1,0,0,0,0,0,0,1,0
ENSMUSG00000109053.1,0,0,0,0,0,0,0,0
ENSMUSG00000070796.11,0,0,0,0,0,0,0,0
ENSMUSG00000109180.1,0,0,0,0,0,0,0,0
ENSMUSG00000063305.10,0,0,0,0,0,0,0,0
ENSMUSG00000109571.1,0,0,0,0,0,0,0,0
ENSMUSG00000108882.1,0,0,0,0,0,0,0,0
ENSMUSG00000044903.15,0,1,0,0,0,0,0,0
ENSMUSG00000109292.1,0,0,0,0,0,0,0,0
ENSMUSG00000108835.1,0,0,0,1,0,0,0,0
ENSMUSG00000109023.1,2,0,0,0,1,0,0,0
ENSMUSG00000096479.1,0,0,0,1,0,0,0,0
ENSMUSG00000109234.1,0,0,0,0,0,0,0,0
ENSMUSG00000109116.1,0,1,0,0,0,0,0,0
ENSMUSG00000004542.15,0,0,0,0,0,0,1,0
ENSMUSG00000109490.1,0,0,0,0,0,0,0,0
ENSMUSG00000004540.7,0,1,7,0,1,2,0,0
ENSMUSG00000108471.1,1,0,0,1,1,0,0,0
ENSMUSG00000040987.15,55,150,61,110,141,135,242,134
ENSMUSG00000030413.7,303,262,336,266,466,664,570,489
ENSMUSG00000074358.9,310,263,472,383,467,560,514,426
ENSMUSG00000030411.16,8917,8025,11639,9957,10921,14313,14484,13638
ENSMUSG00000051965.8,5,12,8,10,1,2,9,8
ENSMUSG00000108428.1,0,0,0,0,0,0,0,0
ENSMUSG00000074355.2,32,30,51,30,49,30,48,33
ENSMUSG00000048481.15,788,723,934,831,865,1130,968,960
ENSMUSG00000086533.2,17,31,23,19,17,5,18,22
ENSMUSG00000044030.4,1999,1810,2454,2104,2090,2802,2846,2416
ENSMUSG00000040891.6,0,1,4,1,0,0,2,0
ENSMUSG00000023118.15,13235,11936,15256,11608,14477,19278,16935,17363
ENSMUSG00000040866.13,9,19,23,16,16,33,43,18
ENSMUSG00000030410.16,7800,7490,9339,7724,8220,11091,11055,9832
ENSMUSG00000030409.16,583,720,699,535,646,973,1098,558
ENSMUSG00000092659.1,0,1,2,0,0,3,2,2
ENSMUSG00000040841.5,133,84,84,102,132,105,98,119
ENSMUSG00000085601.7,34,18,26,15,19,37,11,32
ENSMUSG00000050428.7,913,793,1128,894,1058,1359,1300,1226
ENSMUSG00000030407.2,1091,1216,1314,1118,1227,1763,1967,1481
ENSMUSG00000040824.3,2948,2942,3431,2748,3120,4081,4454,3839
ENSMUSG00000030406.7,35,52,52,42,45,108,62,47
ENSMUSG00000040811.15,14066,14086,15747,12189,13165,17659,19922,16313
ENSMUSG00000065543.1,0,0,0,0,0,0,0,0
ENSMUSG00000044317.7,198,304,302,294,354,431,389,352
ENSMUSG00000052214.9,6041,5322,7396,5693,7645,9547,9632,8241
ENSMUSG00000064580.1,0,2,0,0,0,0,0,0
ENSMUSG00000030403.9,623,535,829,643,824,1010,923,837
ENSMUSG00000089636.1,5,7,0,6,7,7,6,3
ENSMUSG00000030402.5,0,4,8,0,0,3,2,2
ENSMUSG00000030401.16,6170,5577,7682,5316,6525,8161,7630,6860
ENSMUSG00000097266.1,0,0,0,0,0,0,0,1
ENSMUSG00000003545.3,1185,1285,699,537,650,918,855,628
ENSMUSG00000108854.1,36,34,42,39,25,72,51,46
ENSMUSG00000109366.1,44,68,58,73,37,73,116,87
ENSMUSG00000003549.9,735,838,742,789,756,1005,1166,911
ENSMUSG00000047649.9,1728,1746,2135,1729,1970,2558,2477,2409
ENSMUSG00000040734.14,127,208,195,183,171,279,204,234
ENSMUSG00000030400.17,968,982,1161,1005,943,1377,1337,1296
ENSMUSG00000097231.2,26,21,16,33,20,20,35,13
ENSMUSG00000076315.2,2,3,2,5,2,3,1,4
ENSMUSG00000040714.14,55,40,96,59,43,54,33,67
ENSMUSG00000030399.2,10,11,12,7,3,21,7,7
ENSMUSG00000040705.2,72,22,76,44,24,68,36,31
ENSMUSG00000030397.10,5539,5481,6598,5867,5678,7882,9828,7020
ENSMUSG00000065388.1,0,0,0,0,0,0,0,0
ENSMUSG00000011263.16,25,29,49,31,43,74,37,96
ENSMUSG00000109301.1,0,0,0,0,0,0,0,0
ENSMUSG00000057667.7,806,770,988,697,730,1081,1096,936
ENSMUSG00000002043.17,320,328,430,369,348,400,513,374
ENSMUSG00000060621.6,51,55,88,49,52,94,88,66
ENSMUSG00000051403.9,9187,9006,11994,9812,10497,14128,13869,11821
ENSMUSG00000044709.6,944,851,1301,916,1112,1343,1292,1092
ENSMUSG00000011267.8,103,65,65,55,48,110,116,107
ENSMUSG00000061028.7,1479,1716,1591,1593,1169,2027,1661,1623
ENSMUSG00000002983.17,224,195,284,249,277,313,434,368
ENSMUSG00000002981.10,13501,12079,15431,13190,14663,20263,20548,18624
ENSMUSG00000002992.17,0,0,0,1,0,0,0,0
ENSMUSG00000109350.1,0,0,0,0,0,0,0,0
ENSMUSG00000074336.5,1,0,1,0,0,0,1,0
ENSMUSG00000040564.14,26,24,17,24,22,50,34,22
ENSMUSG00000002985.16,119408,102506,138695,112991,123297,143383,146289,114926
ENSMUSG00000002984.17,3984,3304,4367,3662,4303,6054,6103,5370
ENSMUSG00000092381.1,0,0,0,1,0,0,2,0
ENSMUSG00000062300.14,578,492,774,643,892,1034,1012,817
ENSMUSG00000002980.14,797,595,825,809,985,1042,1002,921
ENSMUSG00000109136.1,0,0,0,0,0,1,0,2
ENSMUSG00000097226.1,0,2,0,1,0,1,0,1
ENSMUSG00000040525.13,2,0,9,0,3,4,4,0
ENSMUSG00000053175.17,8,9,9,7,16,10,13,10
ENSMUSG00000087206.1,2,0,1,1,0,1,1,1
ENSMUSG00000087593.1,0,0,0,0,0,0,0,0
ENSMUSG00000109424.1,0,6,0,0,0,0,0,1
ENSMUSG00000092216.3,75,57,90,87,70,89,112,105
ENSMUSG00000014686.8,42,46,51,49,65,54,60,80
ENSMUSG00000109214.1,0,0,0,0,0,0,0,0
ENSMUSG00000049848.7,2,0,0,1,0,0,1,1
ENSMUSG00000108942.1,0,1,2,0,0,0,0,0
ENSMUSG00000040511.14,312,290,298,210,345,483,454,385
ENSMUSG00000089886.1,0,1,2,2,6,6,3,2
ENSMUSG00000090075.1,10,9,33,29,23,30,26,7
ENSMUSG00000040498.7,0,1,0,0,0,0,4,0
ENSMUSG00000109281.1,0,0,0,0,0,0,0,0
ENSMUSG00000070778.5,0,0,2,1,0,1,0,3
ENSMUSG00000070777.5,4,0,0,0,0,0,1,0
ENSMUSG00000060508.16,0,1,0,0,1,0,0,0
ENSMUSG00000070150.1,0,0,0,0,0,0,0,0
ENSMUSG00000109103.1,0,0,0,0,0,0,0,0
ENSMUSG00000095201.2,0,0,0,1,0,0,0,0
ENSMUSG00000096152.1,0,0,0,0,0,0,0,0
ENSMUSG00000096164.1,0,0,0,0,0,0,0,0
ENSMUSG00000094011.1,0,0,0,0,0,0,0,0
ENSMUSG00000109240.1,0,0,0,0,0,0,0,0
ENSMUSG00000094735.1,0,0,0,0,0,0,0,0
ENSMUSG00000094298.1,0,0,0,0,0,0,0,0
ENSMUSG00000094757.1,0,0,0,0,0,0,0,0
ENSMUSG00000109360.1,0,0,0,0,0,0,0,0
ENSMUSG00000109166.1,0,0,0,0,0,0,0,0
ENSMUSG00000109019.1,0,0,0,0,0,0,0,0
ENSMUSG00000108843.1,0,0,0,0,0,0,0,0
ENSMUSG00000095745.1,0,0,0,0,0,0,0,0
ENSMUSG00000094160.2,0,0,0,0,0,0,0,0
ENSMUSG00000095806.1,0,0,0,0,0,0,0,0
ENSMUSG00000096386.1,0,0,0,0,0,0,0,0
ENSMUSG00000094545.1,0,0,0,0,0,0,0,0
ENSMUSG00000094762.1,0,0,0,0,0,0,0,0
ENSMUSG00000096663.1,0,0,0,0,0,0,0,0
ENSMUSG00000096903.1,0,0,0,0,0,0,0,0
ENSMUSG00000096761.1,0,0,0,0,0,0,0,0
ENSMUSG00000095837.1,0,0,0,0,0,0,0,0
ENSMUSG00000109060.1,0,0,0,0,0,0,0,0
ENSMUSG00000109469.1,0,0,0,0,0,0,0,0
ENSMUSG00000095275.1,0,0,0,0,0,0,0,0
ENSMUSG00000092487.1,0,0,0,0,0,0,0,0
ENSMUSG00000095768.1,0,0,0,0,0,0,0,0
ENSMUSG00000109138.1,0,0,0,0,0,0,0,0
ENSMUSG00000095190.3,0,0,0,0,0,0,0,0
ENSMUSG00000108834.1,0,0,0,0,0,0,0,0
ENSMUSG00000094284.1,0,0,0,0,0,0,0,0
ENSMUSG00000091638.2,0,0,0,0,0,0,0,0
ENSMUSG00000094085.1,0,0,0,0,0,0,0,0
ENSMUSG00000091435.1,0,0,0,0,0,0,0,0
ENSMUSG00000095973.1,0,0,0,0,0,0,0,0
ENSMUSG00000096737.1,0,0,0,0,0,0,0,0
ENSMUSG00000094589.1,0,0,0,0,0,0,0,0
ENSMUSG00000099623.2,0,0,0,0,0,0,0,0
ENSMUSG00000109272.1,0,0,0,0,0,0,0,0
ENSMUSG00000094010.1,0,0,0,0,0,0,0,0
ENSMUSG00000094501.3,0,0,0,0,0,0,0,0
ENSMUSG00000093986.1,0,0,0,0,0,0,0,0
ENSMUSG00000092616.1,0,0,0,0,0,0,0,0
ENSMUSG00000094680.1,0,0,0,0,0,0,0,0
ENSMUSG00000094001.1,0,0,0,0,0,0,0,0
ENSMUSG00000094385.1,0,0,0,0,0,0,0,0
ENSMUSG00000109269.1,0,0,0,0,0,0,0,0
ENSMUSG00000101436.1,0,0,0,0,0,0,0,0
ENSMUSG00000109000.1,0,0,0,0,0,0,0,0
ENSMUSG00000109253.1,0,0,0,0,0,0,0,0
ENSMUSG00000094221.1,0,0,0,0,0,0,0,0
ENSMUSG00000095309.1,0,0,0,0,0,0,0,0
ENSMUSG00000096813.1,0,0,0,0,0,0,0,0
ENSMUSG00000093890.1,0,0,0,0,0,0,0,0
ENSMUSG00000095758.1,0,0,0,0,0,0,0,0
ENSMUSG00000094879.1,0,0,0,0,0,0,0,0
ENSMUSG00000095185.1,0,0,0,0,0,0,0,0
ENSMUSG00000109259.1,0,0,0,0,0,0,0,0
ENSMUSG00000109516.1,0,0,0,0,0,0,0,0
ENSMUSG00000109380.1,0,0,0,0,0,0,0,0
ENSMUSG00000108907.1,0,0,0,0,0,0,0,0
ENSMUSG00000094208.1,0,0,0,0,0,0,0,0
ENSMUSG00000096741.1,0,0,0,0,0,0,0,0
ENSMUSG00000093941.1,0,0,0,0,0,0,0,0
ENSMUSG00000108879.1,0,0,0,0,0,0,0,0
ENSMUSG00000101076.2,0,0,0,0,0,0,0,0
ENSMUSG00000109300.1,0,0,0,0,0,0,0,0
ENSMUSG00000074322.5,0,0,0,0,0,0,0,0
ENSMUSG00000101280.1,0,0,0,0,0,0,0,0
ENSMUSG00000109557.1,0,0,0,0,0,0,0,0
ENSMUSG00000109276.1,0,0,0,0,0,0,0,0
ENSMUSG00000096513.1,0,0,0,0,0,0,0,0
ENSMUSG00000096760.1,0,0,0,0,0,0,0,0
ENSMUSG00000109569.1,0,0,0,0,0,0,0,0
ENSMUSG00000095064.1,0,0,0,0,0,0,0,0
ENSMUSG00000095191.1,0,0,0,0,0,0,0,0
ENSMUSG00000092506.1,0,0,0,0,0,0,0,0
ENSMUSG00000109092.1,0,0,0,0,0,0,0,0
ENSMUSG00000095976.2,0,0,0,0,0,0,0,0
ENSMUSG00000108853.1,0,0,0,0,0,0,0,0
ENSMUSG00000109405.1,0,0,0,0,0,0,0,0
ENSMUSG00000095962.1,0,0,0,0,0,0,0,0
ENSMUSG00000095287.1,0,0,0,0,0,0,0,0
ENSMUSG00000095163.1,0,0,0,0,0,0,0,0
ENSMUSG00000109263.1,0,0,0,0,0,0,0,0
ENSMUSG00000096283.2,0,0,0,0,0,0,0,0
ENSMUSG00000109041.1,0,0,0,0,0,0,0,0
ENSMUSG00000074311.3,0,0,0,0,0,0,0,0
ENSMUSG00000096304.1,0,0,0,0,0,0,0,0
ENSMUSG00000096348.1,0,0,0,0,0,0,0,0
ENSMUSG00000095273.1,0,0,0,0,0,0,0,0
ENSMUSG00000096071.1,0,0,0,0,0,0,0,0
ENSMUSG00000094981.1,0,0,0,0,0,0,0,0
ENSMUSG00000094149.1,0,0,0,0,0,0,0,0
ENSMUSG00000109411.1,0,0,0,0,0,0,0,0
ENSMUSG00000101948.1,0,0,0,0,0,0,0,0
ENSMUSG00000109444.1,0,0,0,0,0,0,0,0
ENSMUSG00000108944.1,0,0,0,0,0,0,0,0
ENSMUSG00000093871.1,0,0,0,0,0,0,0,0
ENSMUSG00000095816.2,0,0,0,0,0,0,0,0
ENSMUSG00000093917.1,0,0,0,0,0,0,0,0
ENSMUSG00000095543.2,0,0,0,0,0,0,0,0
ENSMUSG00000094542.1,0,0,0,0,0,0,0,0
ENSMUSG00000096871.1,0,0,0,0,0,0,0,0
ENSMUSG00000093853.1,0,0,0,0,0,0,0,0
ENSMUSG00000095383.1,0,0,0,0,0,0,0,0
ENSMUSG00000094748.1,0,0,0,0,0,0,0,0
ENSMUSG00000095984.1,0,0,0,0,0,0,0,0
ENSMUSG00000109043.1,0,0,0,0,0,0,0,0
ENSMUSG00000109396.1,0,0,0,0,0,0,0,0
ENSMUSG00000109567.1,0,0,0,0,0,0,0,0
ENSMUSG00000109247.1,0,0,0,0,0,0,0,0
ENSMUSG00000094905.1,0,0,0,0,0,0,0,0
ENSMUSG00000092547.1,0,0,0,0,0,0,0,0
ENSMUSG00000095081.1,0,0,0,0,0,0,0,0
ENSMUSG00000109169.1,0,0,0,0,0,0,0,0
ENSMUSG00000095363.2,0,0,0,0,0,0,0,0
ENSMUSG00000109546.1,0,0,0,0,0,0,0,0
ENSMUSG00000095619.1,0,0,0,0,0,0,0,0
ENSMUSG00000094700.1,0,0,0,0,0,0,0,0
ENSMUSG00000100654.1,0,0,0,0,0,0,0,0
ENSMUSG00000095931.1,0,0,0,0,0,0,0,0
ENSMUSG00000108922.1,0,0,0,0,0,0,0,0
ENSMUSG00000094931.1,0,0,0,0,0,0,0,0
ENSMUSG00000109514.1,0,0,0,0,0,0,0,0
ENSMUSG00000102023.1,0,0,0,0,0,0,0,0
ENSMUSG00000109072.1,0,0,0,0,0,0,0,0
ENSMUSG00000109345.1,0,0,0,0,0,0,0,0
ENSMUSG00000092297.1,0,0,0,0,0,0,0,0
ENSMUSG00000094532.1,0,0,0,0,0,0,0,0
ENSMUSG00000094934.1,0,0,0,0,0,0,0,0
ENSMUSG00000096601.1,0,0,0,0,0,0,0,0
ENSMUSG00000094684.1,0,0,0,0,0,0,0,0
ENSMUSG00000109098.1,0,0,0,0,0,0,0,0
ENSMUSG00000095683.2,0,0,0,0,0,0,0,0
ENSMUSG00000109085.1,0,0,0,0,0,0,0,0
ENSMUSG00000109535.1,0,0,0,0,0,0,0,0
ENSMUSG00000095358.1,0,0,0,0,0,0,0,0
ENSMUSG00000092462.1,0,0,0,0,0,0,0,0
ENSMUSG00000096073.1,0,0,0,0,0,0,0,0
ENSMUSG00000109024.1,0,0,0,0,0,0,0,0
ENSMUSG00000094682.2,0,0,0,0,0,0,0,0
ENSMUSG00000109425.1,0,0,0,0,0,0,0,0
ENSMUSG00000045693.8,0,0,0,0,0,0,0,0
ENSMUSG00000109325.1,0,0,0,0,0,0,0,0
ENSMUSG00000015721.18,0,0,0,0,0,0,1,0
ENSMUSG00000095946.1,0,0,0,0,0,0,0,0
ENSMUSG00000108946.1,0,0,0,0,0,0,0,0
ENSMUSG00000109477.1,0,0,0,0,0,0,0,0
ENSMUSG00000092496.1,0,0,0,0,0,0,0,0
ENSMUSG00000090715.2,0,0,0,0,0,0,0,0
ENSMUSG00000108936.1,0,0,0,0,0,0,0,0
ENSMUSG00000109182.1,0,0,0,0,0,0,0,0
ENSMUSG00000074291.3,0,0,0,0,0,0,0,0
ENSMUSG00000094602.2,0,0,0,0,0,0,0,0
ENSMUSG00000094187.1,0,0,0,0,0,0,0,0
ENSMUSG00000062483.4,0,0,0,0,0,0,0,0
ENSMUSG00000035523.8,0,0,0,0,0,0,0,0
ENSMUSG00000115021.1,0,0,0,1,0,1,0,0
ENSMUSG00000090411.2,0,0,0,0,0,0,0,0
ENSMUSG00000092629.1,0,0,0,0,0,0,0,0
ENSMUSG00000109318.1,0,0,0,0,0,0,0,0
ENSMUSG00000109310.1,0,0,0,0,0,0,0,0
ENSMUSG00000095632.2,0,0,0,0,0,0,0,0
ENSMUSG00000096859.2,0,0,0,0,0,0,0,0
ENSMUSG00000057513.3,0,0,0,0,0,0,0,0
ENSMUSG00000109210.1,0,0,0,0,0,0,0,0
ENSMUSG00000062598.3,0,0,0,0,0,0,0,0
ENSMUSG00000046924.4,0,0,0,1,1,1,7,0
ENSMUSG00000066724.3,16,16,18,19,19,32,32,23
ENSMUSG00000092473.4,0,0,0,0,0,0,0,0
ENSMUSG00000109065.1,0,0,0,0,0,0,0,0
ENSMUSG00000097425.3,0,0,0,0,0,1,1,0
ENSMUSG00000092456.2,0,1,0,0,0,0,0,0
ENSMUSG00000118318.1,2,0,0,1,0,0,2,0
ENSMUSG00000108613.1,0,0,2,0,0,0,0,4
ENSMUSG00000095331.3,1,0,0,0,0,0,1,0
ENSMUSG00000108960.1,0,0,0,0,0,0,0,0
ENSMUSG00000057101.8,4504,4110,6208,4540,5397,7338,7641,6388
ENSMUSG00000052675.11,701,601,733,619,586,791,765,730
ENSMUSG00000108703.1,2,0,0,0,1,1,0,1
ENSMUSG00000047603.9,1466,1435,1779,1256,1370,2026,1984,1807
ENSMUSG00000068962.7,149,122,128,141,137,218,170,189
ENSMUSG00000087598.9,823,567,794,790,701,989,945,996
ENSMUSG00000108361.1,0,0,0,0,0,0,0,0
ENSMUSG00000074283.5,793,402,829,755,705,766,663,929
ENSMUSG00000030486.9,401,436,542,454,472,711,693,592
ENSMUSG00000055305.15,681,637,896,782,760,891,961,978
ENSMUSG00000118477.1,2,1,0,0,0,1,2,0
ENSMUSG00000118444.1,0,0,0,0,0,0,0,0
ENSMUSG00000050605.17,953,882,1073,876,894,1442,1344,1232
ENSMUSG00000074282.10,814,698,869,750,804,1059,1135,960
ENSMUSG00000108567.1,0,0,0,0,0,0,0,0
ENSMUSG00000082802.2,0,0,0,0,0,0,0,0
ENSMUSG00000118562.1,0,0,0,0,0,0,2,0
ENSMUSG00000055826.5,0,0,0,0,4,4,12,11
ENSMUSG00000088354.2,0,0,0,0,0,0,0,0
ENSMUSG00000030484.5,0,0,1,0,0,0,0,0
ENSMUSG00000054342.8,6,4,5,6,6,4,18,0
ENSMUSG00000002210.11,2455,2547,2759,2405,2117,3313,2813,2808
ENSMUSG00000062028.8,15,16,6,13,38,42,34,39
ENSMUSG00000108360.1,0,0,0,0,0,0,0,1
ENSMUSG00000046223.10,24,27,42,31,59,66,56,67
ENSMUSG00000054793.8,21671,18378,23941,19588,23673,30064,31792,29414
ENSMUSG00000064264.14,316,335,542,416,544,568,655,467
ENSMUSG00000117477.1,6,18,6,4,0,20,2,7
ENSMUSG00000118544.1,16,7,9,10,7,9,10,10
ENSMUSG00000041037.8,15484,13696,17328,14816,16441,21307,21395,20796
ENSMUSG00000011632.7,4,0,2,6,1,0,0,1
ENSMUSG00000051768.9,1312,1298,1470,1368,1329,2097,2054,1788
ENSMUSG00000066721.3,347,400,423,437,358,535,610,541
ENSMUSG00000064254.6,524,470,648,565,524,751,653,644
ENSMUSG00000074277.4,4,7,5,18,2,2,5,10
ENSMUSG00000097215.1,0,0,0,0,0,1,0,0
ENSMUSG00000057454.5,4,4,1,0,0,1,1,0
ENSMUSG00000108470.1,6,2,4,0,0,1,2,3
ENSMUSG00000108787.1,0,0,0,0,0,0,1,0
ENSMUSG00000062773.6,0,0,0,0,2,0,0,1
ENSMUSG00000108768.1,0,0,0,0,0,0,0,0
ENSMUSG00000108430.1,0,0,0,0,0,0,0,0
ENSMUSG00000045587.9,0,8,4,0,0,0,0,0
ENSMUSG00000058717.8,2,0,2,1,3,2,1,0
ENSMUSG00000108404.1,0,0,0,0,0,0,0,0
ENSMUSG00000052212.6,0,0,0,6,2,0,1,0
ENSMUSG00000054169.7,0,4,0,0,6,4,0,0
ENSMUSG00000011350.15,0,1,0,0,0,0,0,0
ENSMUSG00000108302.1,1,0,0,0,0,0,0,1
ENSMUSG00000091955.2,14,25,13,16,24,37,27,28
ENSMUSG00000062732.10,0,0,0,0,0,0,0,0
ENSMUSG00000011349.5,4,0,2,0,2,2,0,0
ENSMUSG00000040952.16,8354,8012,10595,7631,9084,11051,11612,10210
ENSMUSG00000003379.7,30,49,24,34,23,32,34,30
ENSMUSG00000040940.18,1545,1601,1597,1776,1541,2222,1854,1886
ENSMUSG00000108367.2,3,1,0,0,0,0,0,0
ENSMUSG00000108675.1,0,0,0,0,0,0,0,0
ENSMUSG00000003380.11,3626,3920,5666,4628,4340,5541,6146,4820
ENSMUSG00000098802.1,0,0,0,0,0,0,0,0
ENSMUSG00000040907.15,157455,135636,147817,131152,156418,237705,220392,228260
ENSMUSG00000099258.1,0,0,0,0,0,0,0,0
ENSMUSG00000003378.9,17365,17477,21648,17914,18222,24541,25314,22393
ENSMUSG00000045252.11,2209,1797,2507,2122,2093,2875,2640,2324
ENSMUSG00000008496.19,698,542,911,770,854,1071,962,911
ENSMUSG00000098441.1,0,0,0,0,0,0,0,0
ENSMUSG00000074274.7,12,18,4,0,6,24,14,2
ENSMUSG00000054499.9,1374,1411,1734,1319,1360,2076,1932,1786
ENSMUSG00000098325.1,0,0,0,0,1,0,2,0
ENSMUSG00000108523.1,2,2,0,0,1,5,4,1
ENSMUSG00000046541.9,722,677,828,735,706,993,883,904
ENSMUSG00000057177.12,12069,10566,14542,11815,12083,16676,16337,14368
ENSMUSG00000090330.2,160,166,183,126,176,191,220,220
ENSMUSG00000040857.15,3742,3391,4679,4103,3952,5559,4986,4807
ENSMUSG00000005442.13,14811,13336,18576,16205,15905,20405,19301,19091
ENSMUSG00000005447.12,380,390,368,397,464,733,786,641
ENSMUSG00000058741.4,4,6,4,6,5,14,7,10
ENSMUSG00000043843.17,2866,2308,2499,2465,1958,3514,2842,2809
ENSMUSG00000045039.9,19408,16961,21930,20108,18222,25109,23700,23464
ENSMUSG00000063651.11,3,0,0,2,3,1,0,3
ENSMUSG00000053714.8,362,367,447,369,327,423,491,426
ENSMUSG00000003123.15,303,341,390,337,374,440,456,385
ENSMUSG00000060188.6,0,3,0,0,0,2,1,0
ENSMUSG00000108518.1,3,3,4,9,4,13,2,6
ENSMUSG00000108503.1,2,2,2,1,14,11,10,6
ENSMUSG00000081732.1,0,1,2,2,2,2,2,2
ENSMUSG00000074272.10,190,99,279,217,292,258,290,195
ENSMUSG00000054385.14,18,2,7,5,4,8,4,4
ENSMUSG00000108579.1,0,0,0,0,0,0,0,0
ENSMUSG00000108553.1,4,1,4,6,4,7,9,4
ENSMUSG00000108304.1,0,0,0,0,0,0,0,0
ENSMUSG00000074261.3,0,4,4,4,0,9,9,3
ENSMUSG00000057229.11,2661,2298,3000,2286,2387,3720,3306,3128
ENSMUSG00000059479.7,68,76,52,80,99,137,145,135
ENSMUSG00000060376.7,1308,1113,1259,1007,1119,1484,1388,1262
ENSMUSG00000061286.7,1016,853,1209,863,1026,1374,1225,1188
ENSMUSG00000061702.10,546,629,544,467,600,1008,984,942
ENSMUSG00000063439.7,857,748,857,695,798,1122,1178,969
ENSMUSG00000002603.15,243,212,331,266,343,301,358,278
ENSMUSG00000002608.8,3457,3406,4437,3568,4008,5187,5169,4698
ENSMUSG00000040725.13,7068,6354,9172,7319,7634,9882,9511,8983
ENSMUSG00000002602.16,6257,4407,6586,4928,5806,5774,6430,5668
ENSMUSG00000108767.1,0,0,0,0,2,0,0,0
ENSMUSG00000040703.11,136,41,91,101,95,191,114,184
ENSMUSG00000108691.1,0,0,0,0,0,0,0,0
ENSMUSG00000097017.1,5,12,9,9,4,11,6,7
ENSMUSG00000090467.3,3,4,11,20,9,13,14,12
ENSMUSG00000076445.1,0,0,0,0,0,0,0,0
ENSMUSG00000108415.1,0,0,0,0,0,0,2,0
ENSMUSG00000092999.1,0,0,0,0,0,0,0,0
ENSMUSG00000108809.1,0,0,0,0,0,0,0,0
ENSMUSG00000091233.3,0,2,2,1,2,5,4,0
ENSMUSG00000030483.14,6,2,1,10,28,12,6,24
ENSMUSG00000108552.1,0,0,0,0,0,0,0,0
ENSMUSG00000108589.1,0,0,0,0,0,0,0,0
ENSMUSG00000108606.1,0,0,0,0,0,0,0,1
ENSMUSG00000108413.1,0,0,0,0,0,0,0,0
ENSMUSG00000040583.8,0,0,0,0,0,0,0,0
ENSMUSG00000101800.1,4,8,6,7,11,17,14,17
ENSMUSG00000108342.1,0,0,0,0,0,0,0,0
ENSMUSG00000108544.1,0,0,0,0,0,0,0,0
ENSMUSG00000040660.6,0,0,0,0,0,0,0,0
ENSMUSG00000092464.1,0,2,0,6,2,0,1,0
ENSMUSG00000092514.1,0,0,0,0,0,0,0,0
ENSMUSG00000046130.7,0,0,0,0,0,0,3,0
ENSMUSG00000108698.1,0,0,0,0,0,0,0,0
ENSMUSG00000108431.1,0,0,0,1,0,0,0,0
ENSMUSG00000074254.4,0,0,0,0,0,0,1,0
ENSMUSG00000040614.14,0,0,1,0,0,0,0,2
ENSMUSG00000040601.13,0,0,0,1,0,0,1,0
ENSMUSG00000094866.1,0,0,0,0,0,0,0,0
ENSMUSG00000054102.15,0,0,0,0,0,0,0,0
ENSMUSG00000091924.2,1,0,0,0,0,0,0,0
ENSMUSG00000040650.8,0,0,0,1,1,0,1,0
ENSMUSG00000108692.1,0,0,0,0,0,0,0,0
ENSMUSG00000066704.6,1,17,15,26,7,6,13,15
ENSMUSG00000049685.8,0,0,0,0,0,0,1,0
ENSMUSG00000005547.14,2,0,0,1,10,6,0,6
ENSMUSG00000108487.1,0,0,0,0,0,1,0,0
ENSMUSG00000108731.1,0,0,0,0,0,0,0,0
ENSMUSG00000091867.2,0,0,0,0,0,0,0,0
